Country,Country Name,Country - RegionId,Country - Name_fr,Country - ParentKey,Country - SrcCode,Country - Source Note,Country - Source Note_fr,Goal,Indicator,Indicator Name,Indicator - Defenition and Data Source,Indicator - Defenition and Data Source_fr,Indicator - Goal Key,Social Group,Social Group Name,Scale,Units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2011
48,Tanzania,TZ,Tanzanie,85,TZA,"Regional member Country  Low income  Less indebted    National currency: Tanzania shilling  National accounts base year: 1992  SNA price valuation: VAfc  Latest population census: 2002  Latest demographic, household, or health survey: AIS, 2003   Economic",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"78,8","78,4",78,"77,6","77,2","76,4","76,8","76,6","76,6","75,7","74,8","73,9","72,8","71,7","70,5","69,4",70,70,
34,Morocco,MA,Maroc,86,MAR,"Regional member Country Lower middle income  Moderately indebted    National currency: Moroccan dirham  National accounts base year: 1980  SNA price valuation: VAbp  Latest population census:, 2004  Latest demographic, household, or health survey:",,Goal 1: Eradicate extreme poverty and hunger,20265405,Share of poorest quintile in national consumption (%),The poorest quintiles' percentage share of national income or consumption is the share that accrues to the bottom fifth (quintile) of the population.,,1,20137105,Total,units,,"6,6",,,,,,,,,"6,5",,,,,"6,5","6,51",,,,
39,Rwanda,RW,Rwanda,85,RWA,"Regional member Country  Low income  Severely indebted    National currency: Rwanda franc  National accounts base year: 1995  SNA price valuation: VAmkt  Latest population census: 2002  Latest demographic, household, or health survey: SPA, 2001",,Goal 1: Eradicate extreme poverty and hunger,20265005,Proportion of pop below $1 PPP per day (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,53,,,,,,,,,,"60,4","60,4",,,,"56,9","56,9",,,
32,Mauritania,MR,Mauritanie,86,MRT,"Regional member Country  Low income  Moderately indebted    National currency: Mauritanian ouguiya  National accounts base year: 1985  SNA price valuation: VAfc  Latest population census: 2000  Latest demographic, household, or health survey: Special, 200",,Goal 1: Eradicate extreme poverty and hunger,20265305,Poverty gap ratio national poverty line in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,"15,9",,,,,,"7,06",,,,"5,66",,,,"7,1",,,,"6,1",
27,Liberia,LR,Libéria,88,LBR,Regional member Country  Low income  Severely indebted    National currency: Liberian dollar  National accounts base year: 1992  SNA price valuation: Vafc,,Goal 1: Eradicate extreme poverty and hunger,20265805,Proportion of employed people living below $1 (PPP) per day,"The proportion of employed persons living below $1 (PPP) per day, or working poor, is the share of individuals who are employed, but nonetheless live in a household whose members are estimated to be living below the international poverty line of $1 (PPP)",,1,20137105,Total,units,,,,,,,,,,,,,,,,,,,"83,6",,
19,Ethiopia,ET,Ethiopie,85,ETH,"Regional member Country  Low income  Severely indebted    National currency: Ethiopian birr  National accounts base year: 2000  SNA price valuation: Vbp 1993 SNA data on fiscal yr basis  Latest population census: 1994  Latest demographic, household, or he",,Goal 1: Eradicate extreme poverty and hunger,20265005,Proportion of pop below $1 PPP per day (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,48,,,,,,,,,,"55,6",,,,,39,"36,6","34,6","32,7",
52,Zambia,ZM,Zambie,87,ZMB,"Regional member Country  Low income  Severely indebted    National currency: Zambian kwacha  National accounts base year: 1994  SNA price valuation: VAbp SNA93 Latest population census: 2000  Latest demographic, household, or health survey: EdData, 2002",,Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,48,,"61,9",,,"61,5",,"54,8",,,,"27,1",,53,,51,,,
45,South Africa,ZA,Afrique du Sud,87,ZAF,"Regional member Country  Lower middle income  Less indebted    National currency: South African rand  National accounts base year: 2000  SNA price valuation: VAbp SNA93  Latest population census: 2001  Latest demographic, household, or health survey: DHS,",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,,,,,"26,2",,,,,,"17,35",,,
32,Mauritania,MR,Mauritanie,86,MRT,"Regional member Country  Low income  Moderately indebted    National currency: Mauritanian ouguiya  National accounts base year: 1985  SNA price valuation: VAfc  Latest population census: 2000  Latest demographic, household, or health survey: Special, 200",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,"56,6",,,,,,"23,4",,,,"21,16",,,,"46,7",,,,42,
1,Algeria,DZ,Algérie,86,DZA,"Regional member Country Lower middle income  Less indebted    National currency: Algerian dinar  National accounts base year: 1995  SNA price valuation: VAmkt  Latest population census: 1998  Latest demographic, household, or health survey: MICS,","Regional member Country Lower middle income  Less indebted    National currency: Algerian dinar  National accounts base year: 1995  SNA price valuation: VAmkt  Latest population census: 1998  Latest demographic, household, or health survey: MICS,",Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,"17,9",,,,,,,,,,"17,6","17,2",,,,"20,3",,,
32,Mauritania,MR,Mauritanie,86,MRT,"Regional member Country  Low income  Moderately indebted    National currency: Mauritanian ouguiya  National accounts base year: 1985  SNA price valuation: VAfc  Latest population census: 2000  Latest demographic, household, or health survey: Special, 200",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"53,9","53,7","53,1","52,8","52,4",52,"51,6","51,3","50,7","50,3","49,7","49,8",49,"24,8","24,2","23,8","23,5","23,2",
22,Ghana,GH,Ghana,88,GHA,"Regional member Country  Low income  Moderately indebted    National currency: Ghanian cedi  National accounts base year: 1993  SNA price valuation: VAmkt  Latest population census: 2000  Latest demographic, household, or health survey: SPA, 2002; DHS, 20",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,"51,07",,,,,,,"39,6",,,,,,,"29,99",,,
10,Chad,TD,Tchad,84,TCD,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1995  SNA price valuation: VAbp  Latest population census: 1993  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265305,Poverty gap ratio national poverty line in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,"44,2",,,,,,,,,,,,,,"21,6","21,6","21,6",,,
38,Nigeria,NG,Nigéria,88,NGA,"Regional member Country  Low income  Severely indebted    National currency: Nigerian naira  National accounts base year: 1990  SNA price valuation: VAfc  Latest population census:, 2006  Latest demographic, household, or health survey: DHS, 2003",,Goal 1: Eradicate extreme poverty and hunger,20265005,Proportion of pop below $1 PPP per day (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,,,,,,,,,"51,55",,,,,
49,Togo,TG,Togo,88,TGO,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1978  SNA price valuation: VAmkt  Latest population census: 1981  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,58,"57,9",58,"57,4",57,"56,5","55,9","55,7","55,3","55,1","54,8","54,5","54,2","53,8","53,4",53,53,"52,7",
27,Liberia,LR,Libéria,88,LBR,Regional member Country  Low income  Severely indebted    National currency: Liberian dollar  National accounts base year: 1992  SNA price valuation: Vafc,,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,,,,,,,,,,"65,5",,,,,"65,7","65,8",66,,
16,Egypt,EG,Egypte,86,EGY,"Regional member Country Lower middle income  Less indebted    National currency: Egyptian pound  National accounts base year: 2002  SNA price valuation: VAfc  Latest population census: 1996  Latest demographic, household, or health survey: SPA, 2",,Goal 1: Eradicate extreme poverty and hunger,20265905,Proportion of own-account and contributing family workers in Total employment (%),Vulnerable employment is defined as the sum of the employment status groups of own-account workers and contributing family workers. For further information see: http://www.ilo.org/trends,,1,20137105,Total,units,,"34,6",,,,,"25,9",,,,,"22,9",,,,,,,"27,4",,
39,Rwanda,RW,Rwanda,85,RWA,"Regional member Country  Low income  Severely indebted    National currency: Rwanda franc  National accounts base year: 1995  SNA price valuation: VAmkt  Latest population census: 2002  Latest demographic, household, or health survey: SPA, 2001",,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,,,,,,,,,,84,,,,,"80,1",80,"79,8",,
33,Mauritius,MU,Maurice,87,MUS,"Regional member Country  Upper middle income  Less indebted    National currency: Mauritian rupee  National accounts base year: 1992  SNA price valuation: Vabp SNA93  Latest population census: 2000  Latest demographic, household, or health survey: CDC, 19",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"44,6","44,5","44,3","44,1","40,3",40,"39,7","39,2","38,8",38,"37,4","48,1","48,1",34,"32,8","34,1","36,8","37,3",
